value_of_credit,%_of_credit,age,late_30-59,payment_ratio,monthly_income,number_of_open_credits,late_>90,mortgages_and_estate_loans,late_60-89,number_of_dependents
0.49329324390991874,7.218045112781954e-08,0.2533333333333333,0.0,5.6125573066318387e-05,0.2117208672086721,0.43478260869565216,0.0,0.75,0.0,0.0
0.08923452312697502,0.000562482073934837,0.3733333333333333,0.07692307692307693,8.435268930489044e-05,0.1302295054200542,0.5217391304347826,0.0,0.5,0.0,0.0
0.19700262670168933,0.0006232604160401002,0.6266666666666667,0.0,7.116694354955739e-05,0.12914972899728996,0.34782608695652173,0.0,0.5,0.0,0.0
0.9328724382991773,1.619863909774436e-05,0.8800000000000001,0.0,0.0021767522855899,0.08021680216802168,0.13043478260869565,0.0,0.0,0.0,0.15
0.6720956279417059,6.577098370927318e-05,0.5733333333333334,0.0,5.971985052967639e-05,0.06351626016260163,0.17391304347826086,0.0,0.25,0.0,0.0
0.006453419378925052,2.087522807017544e-05,0.42666666666666664,0.0,4.5738964011028876e-05,0.19054878048780488,0.2608695652173913,0.0,0.25,0.0,0.0
0.22150962012826836,0.001105841045112782,0.29333333333333333,0.0,4.003372703526339e-05,0.2117208672086721,0.43478260869565216,0.0,0.25,0.09090909090909091,0.0
0.6996493286577155,8.353295739348371e-07,0.13333333333333336,0.07692307692307693,7.619523131620954e-05,0.06038279132791328,0.30434782608695654,0.0,0.25,0.0,0.5
0.7311764156855425,0.0001854942932330827,0.4666666666666667,0.0,0.00010037528225221304,0.15455623306233063,0.43478260869565216,0.0,0.25,0.0,0.0
0.44823930985746474,0.00023780792355889723,0.30666666666666664,0.0,7.670553243360905e-05,0.1418529810298103,0.4782608695652174,0.0,0.5,0.0,1.0
0.86892491899892,0.0011251273709273182,0.4666666666666667,0.0,8.118161805253228e-06,0.08210535230352303,0.2608695652173913,0.0,0.0,0.09090909090909091,0.25
0.19703596047947303,9.397824561403508e-06,0.52,0.0,1.9715890581918443e-05,0.109375,0.2608695652173913,0.0,0.0,0.0,0.0
0.00748676649021987,0.0003350283533834586,0.68,0.0,6.191929545784356e-05,0.0882029132791328,0.43478260869565216,0.0,0.5,0.0,0.0
0.8599781330417738,9.978369423558895e-05,0.4933333333333334,0.0,3.5474228558989985e-05,0.2223069105691057,0.21739130434782608,0.0,0.25,0.0,0.0
0.7508566780890412,0.0,0.10666666666666669,0.0,6.479951966332899e-06,0.017996273712737126,0.08695652173913043,0.0,0.0,0.0,0.0
0.4782530433739116,7.87242543859649e-05,0.4933333333333334,0.0,0.18908721520824265,8.468834688346883e-06,0.21739130434782608,0.0,0.25,0.0,0.0
0.9375525007000093,0.0011160434649122805,0.36,0.0,0.28704106805978813,1.2703252032520325e-05,0.2608695652173913,0.16666666666666666,0.5,0.0,0.0
0.33339777863704845,6.61052969924812e-05,0.5733333333333334,0.0,0.5128428384849805,0.0,0.5217391304347826,0.0,0.5,0.0,0.25
0.13812850838011173,0.000864283543859649,0.13333333333333336,0.0,1.983926745029749e-05,0.091039972899729,0.08695652173913043,0.0,0.0,0.0,0.75
0.9190922545633942,2.5747738095238096e-05,0.36,0.0,0.00011490953881874909,0.07056656504065041,0.21739130434782608,0.0,0.25,0.0,0.0
0.16972226296350615,2.2414546365914787e-05,0.7066666666666667,0.0,0.00022263887070091425,0.027523712737127372,0.5652173913043478,0.0,0.5,0.0,0.0
0.6167682235763143,0.00010976345989974937,0.29333333333333333,0.0,9.935749804092295e-05,0.1254022696476965,0.34782608695652173,0.0,0.5,0.0,0.5
0.06660088801184016,6.853007017543859e-05,0.24,0.07692307692307693,2.4746764185169063e-05,0.2328929539295393,0.4782608695652174,0.0,0.5,0.0,0.25
0.319470926279017,3.241571177944862e-05,0.52,0.0,0.00010947409156871282,0.05549203929539295,0.5652173913043478,0.0,0.5,0.0,0.0
0.3989519860264803,0.0011812078020050124,0.45333333333333337,0.0,6.173448875344653e-05,0.11678523035230352,0.30434782608695654,0.0,0.25,0.0,0.0
0.08511446819290924,4.920395989974937e-06,0.72,0.0,4.699044449281672e-05,0.12375084688346884,0.30434782608695654,0.0,0.25,0.0,0.0
0.8079574394325257,3.701416541353383e-05,0.52,0.0,9.643867566390945e-05,0.13725863821138212,0.7391304347826086,0.0,0.5,0.0,0.25
0.7084494459926133,0.00024263067794486214,0.03999999999999998,0.0,4.576538397910318e-05,0.010586043360433605,0.30434782608695654,0.0,0.0,0.0,0.0
0.4455726076347684,0.0012531327067669172,0.03999999999999998,0.0,0.0,0.07356029810298104,0.043478260869565216,0.0,0.0,0.0,0.0
0.9425125668342245,1.3517550125313284e-05,0.7866666666666666,0.0,2.921423595994776e-07,0.1577320460704607,0.17391304347826086,0.0,0.0,0.0,0.25
0.03078041040547207,0.0,0.44000000000000006,0.0,0.36482368306486723,4.234417344173442e-06,0.5217391304347826,0.0,0.5,0.0,0.25
0.5468939585861144,0.0004686548734335839,0.6933333333333334,0.07692307692307693,2.9518095922217388e-05,0.2223069105691057,0.4782608695652174,0.0,0.25,0.0,0.0
0.20866944892598566,0.00014104077568922305,0.68,0.0,9.115304904948482e-05,0.10547933604336043,0.6086956521739131,0.0,0.5,0.0,0.25
0.7753570047600634,2.1219312030075187e-05,0.7466666666666668,0.0,3.6218759541430854e-05,0.06351626016260163,0.3913043478260869,0.0,0.25,0.0,0.25
0.646428619048254,0.0001190079498746867,0.3733333333333333,0.0,6.068659120592077e-07,0.0404810298102981,0.043478260869565216,0.0,0.0,0.0,0.0
0.9115588207842771,4.248120300751879e-08,0.8666666666666667,0.0,0.0,0.0803904132791328,0.34782608695652173,0.0,0.0,0.0,0.0
0.13970852944705928,0.0,0.6,0.0,0.24800464373820927,4.234417344173442e-06,0.21739130434782608,0.0,0.25,0.0,0.0
0.43065240869878263,4.6497248120300746e-05,0.45333333333333337,0.0,0.2565665360615295,8.468834688346883e-06,0.2608695652173913,0.0,0.25,0.0,0.0
0.354498059974133,0.0010592639285714285,0.5333333333333333,0.0,3.9474859236685534e-05,0.7251439701897019,0.5652173913043478,0.0,0.5,0.0,0.25
0.9980333071107614,0.0007086738496240601,0.3866666666666667,0.0,8.128621680452764e-05,0.12406842818428185,0.21739130434782608,0.0,0.5,0.0,0.0
0.5510540140535207,0.00013702868922305764,0.32000000000000006,0.0,0.00021035153228849223,0.06563346883468835,0.6521739130434783,0.0,0.75,0.0,0.5
0.3855651408685449,6.7960889724310765e-06,0.64,0.0,9.990381483093891e-05,0.06351626016260163,0.6956521739130435,0.0,0.5,0.0,0.5
0.739083187775837,0.0011281224373433584,0.36,0.0,0.00012362810549992745,0.06775067750677506,0.3913043478260869,0.0,0.0,0.0,0.25
0.9631195082601102,0.0012531327067669172,0.48,0.0,1.4593717602670151e-05,0.07113821138211382,0.08695652173913043,0.0,0.0,0.0,0.0
0.9322524300324004,1.2784020050125314e-05,0.9066666666666667,0.0,5.661713829632854e-07,0.08680555555555555,0.21739130434782608,0.0,0.0,0.0,0.0
0.7523500313337511,0.00010348402255639096,0.4666666666666667,0.0,0.07168770860542736,0.034726456639566396,0.43478260869565216,0.0,0.0,0.0,0.0
0.08754116721556288,9.654544611528822e-05,0.5333333333333333,0.0,0.011754462342185459,0.16999068428184283,0.21739130434782608,0.0,0.0,0.0,0.0
0.48517980239736525,0.0013819038558897244,0.2533333333333333,0.15384615384615385,8.546574198229575e-05,0.0719850948509485,0.3913043478260869,0.0,0.25,0.0,0.75
0.8255576741023214,0.0012531327067669172,0.5866666666666667,0.0,0.1853867363227398,2.117208672086721e-05,0.21739130434782608,0.0,0.25,0.0,0.25
0.0983746449952666,6.583671804511277e-05,0.6266666666666667,0.0,0.08126541866202293,5.08130081300813e-05,0.08695652173913043,0.0,0.0,0.0,0.0
0.9195789277190363,0.0002877254887218045,0.29333333333333333,0.0,1.8061194456537514e-05,0.3085619918699187,0.17391304347826086,0.0,0.25,0.0,0.25
0.785603808050774,7.762245614035086e-06,0.9733333333333334,0.0,2.220609490639965e-07,0.08299457994579945,0.17391304347826086,0.0,0.0,0.0,0.0
0.7814570860944813,0.00023778268922305764,0.41333333333333333,0.38461538461538464,0.24176462051951822,4.234417344173442e-06,0.43478260869565216,0.0,0.5,0.0,0.25
0.6356084747796638,0.00043726836967418546,0.2533333333333333,0.0,9.835561253809317e-05,0.02540650406504065,0.21739130434782608,0.0,0.25,0.0,0.5
0.07318097574634329,0.00033878815288220545,0.3733333333333333,0.07692307692307693,4.036079306341605e-05,0.10799881436314362,0.3913043478260869,0.0,0.25,0.0,0.0
0.40661208816117544,0.0010664549536340852,0.4933333333333334,0.0,2.6389807429981136e-05,0.22654132791327913,0.30434782608695654,0.0,0.25,0.0,0.0
0.16401552020693608,0.0012531327067669172,0.44000000000000006,0.0,3.645565259033522e-05,0.10010162601626016,0.08695652173913043,0.0,0.25,0.0,0.0
0.3405645408605448,0.0002335097080200501,0.2,0.15384615384615385,4.428473342040343e-05,0.16759823848238484,0.3913043478260869,0.0,0.25,0.0,0.5
0.589647861971493,0.00027863863533834584,0.41333333333333333,0.0,5.5248936293716444e-05,0.16514227642276422,0.2608695652173913,0.0,0.25,0.0,0.0
0.005793410578807718,0.0002787872067669173,0.12,0.0,8.559217573646786e-05,0.06775067750677506,0.17391304347826086,0.0,0.25,0.0,0.0
0.697295963946186,0.00014354319423558898,0.52,0.0,3.269383906544768e-05,0.3140455623306233,0.17391304347826086,0.0,0.5,0.0,0.5
0.5283803784050454,2.763516541353383e-05,0.3866666666666667,0.0,8.261677100565957e-05,0.06000169376693767,0.13043478260869565,0.0,0.25,0.0,0.25
0.15671542287230494,0.00015014664160401,0.48,0.0,0.12175301117399506,8.468834688346883e-06,0.17391304347826086,0.0,0.25,0.0,0.0
0.16846224616328215,2.7419882205513783e-05,0.21333333333333332,0.0,0.00016320871078217967,0.0402269647696477,0.21739130434782608,0.0,0.25,0.0,0.0
0.3222642968572914,6.163521679197995e-05,0.4666666666666667,0.0,2.7696117109272966e-05,0.3175813008130081,0.43478260869565216,0.0,0.5,0.0,0.0
0.9520860278137042,4.052550501253133e-05,0.29333333333333333,0.0,2.6192107531562907e-05,0.20572916666666666,0.34782608695652173,0.0,0.25,0.0,0.0
0.8370911612154829,4.316452882205514e-05,0.4,0.0,3.1226641271223333e-05,0.2646510840108401,0.34782608695652173,0.0,0.25,0.0,0.0
0.8082774436992494,0.0005499033922305764,0.4,0.0,5.605277260194457e-05,0.28226626016260165,0.5652173913043478,0.0,0.75,0.0,0.75
0.2348297977306364,0.00010873038095238094,0.7066666666666667,0.0,1.321752575823538e-06,0.21150914634146342,0.30434782608695654,0.0,0.0,0.0,0.0
0.35703142708569446,2.6514389724310773e-05,0.7733333333333334,0.0,1.735370700914236e-05,0.10797764227642276,0.34782608695652173,0.0,0.25,0.0,0.0
0.6216482886438486,9.298473684210526e-06,0.3866666666666667,0.0,4.5022290668988536e-05,0.16689955962059622,0.43478260869565216,0.0,0.25,0.0,0.75
0.04980066400885345,0.0012531327067669172,0.48,0.0,0.2002612102742708,8.468834688346883e-06,0.08695652173913043,0.0,0.25,0.0,0.0
0.16811557487433165,3.047822305764411e-05,0.72,0.0,6.77397157161515e-05,0.06628980352303523,0.3913043478260869,0.0,0.5,0.0,0.0
0.1238749849998,0.0012530980100250626,0.4933333333333334,0.0,6.883402031635466e-05,0.2858231707317073,0.30434782608695654,0.0,0.5,0.0,0.5
0.50810010800144,0.0002783914122807017,0.3733333333333333,0.0,3.562989203308663e-05,0.25194783197831977,0.5217391304347826,0.0,0.5,0.0,0.5
0.6737823170975613,0.00010388152255639097,0.29333333333333333,0.0,2.7637039762008417e-05,0.06868224932249323,0.21739130434782608,0.0,0.25,0.0,0.0
0.6451286017146896,0.000160686335839599,0.4933333333333334,0.0,4.071524016833551e-05,0.08932503387533876,0.3913043478260869,0.0,0.25,0.0,0.25
0.882965106201416,4.36694962406015e-05,0.72,0.0,0.003337686837904513,0.09638804200542006,0.17391304347826086,0.0,0.0,0.0,0.0
0.09897465299537327,0.00016711981954887215,0.21333333333333332,0.0,7.861286083297054e-05,0.17784552845528456,0.8695652173913043,0.0,0.5,0.0,0.25
0.23464312857504765,0.00018137525563909773,0.3866666666666667,0.0,7.951606588303584e-06,0.2117208672086721,0.17391304347826086,0.0,0.0,0.0,0.75
0.9418325577674369,5.6686641604010015e-06,0.41333333333333333,0.0,0.2655637788419678,1.2703252032520325e-05,0.21739130434782608,0.0,0.5,0.0,0.25
0.7765903545380605,0.00044820345739348365,0.36,0.07692307692307693,6.757071165288056e-05,0.1524390243902439,0.6521739130434783,0.0,0.75,0.0,0.25
0.7482033093774584,0.0004706099761904762,0.08000000000000002,0.0,3.617681758815847e-06,0.044990684281842816,0.21739130434782608,0.0,0.0,0.0,0.0
0.9693329244389925,0.00011913257393483709,0.2666666666666667,0.0,5.713515977361776e-05,0.17996273712737126,0.6521739130434783,0.0,0.5,0.0,0.5
0.8781250416672223,0.0004898686428571428,0.56,0.0,7.015696633289797e-05,0.2117208672086721,0.7826086956521738,0.0,0.75,0.0,0.0
0.8993786583821117,0.00015222527067669173,0.5733333333333334,0.0,4.832963009722827e-05,0.33621273712737126,0.6956521739130435,0.0,0.75,0.0,0.5
0.836444485926479,0.0007588602944862156,0.33333333333333337,0.15384615384615385,5.361269830213322e-05,0.6245765582655827,0.9565217391304348,0.0,1.0,0.0,1.0
0.20552940705876077,0.000844383402255639,0.18666666666666665,0.0,0.036279204759831665,2.117208672086721e-05,0.17391304347826086,0.0,0.0,0.0,0.25
0.7597834637795171,4.181941729323308e-05,0.4666666666666667,0.0,0.20388913075025394,8.468834688346883e-06,0.21739130434782608,0.0,0.5,0.0,0.0
0.5944345924612329,7.598053007518797e-05,0.3466666666666667,0.0,7.417870062400233e-05,0.19054878048780488,0.3913043478260869,0.0,0.75,0.0,0.75
0.9196522620301604,0.0003729595,0.4666666666666667,0.0,6.512241184153243e-05,0.12703252032520326,0.6521739130434783,0.0,0.5,0.0,0.0
0.27180362404832065,0.0006112896691729323,0.17333333333333334,0.0,2.5659518792628065e-05,0.06775067750677506,0.13043478260869565,0.0,0.0,0.0,1.0
0.1732289763863518,0.0008708305588972431,0.10666666666666669,0.0,1.784639428239733e-05,0.12703252032520326,0.43478260869565216,0.0,0.0,0.0,0.0
0.45463939519193586,0.0,0.5466666666666667,0.07692307692307693,1.7763236975765494e-05,0.2540650406504065,0.43478260869565216,0.08333333333333333,0.5,0.0,0.75
0.9530327071027613,3.740694987468671e-05,0.06666666666666665,0.0,0.017994485560876506,0.13611534552845528,0.13043478260869565,0.0,0.0,0.0,0.0
0.7504033387111828,0.0012531327067669172,0.10666666666666669,0.0,2.0713703090988245e-05,0.07621951219512195,0.043478260869565216,0.0,0.0,0.0,0.5
0.48679982399765326,0.0,0.44000000000000006,0.0,0.24843999419532725,0.0,0.30434782608695654,0.0,0.25,0.0,0.0
0.6784423792317231,0.001126853813283208,0.10666666666666669,0.0,5.194545392540996e-05,0.07621951219512195,0.17391304347826086,0.0,0.0,0.0,0.5
0.09644128588381179,0.0002212558571428571,0.52,0.0,1.6491216078943548e-05,0.3133468834688347,0.6956521739130435,0.0,0.5,0.0,0.5
0.73185642475233,1.6415219298245614e-05,0.4933333333333334,0.0,3.8101112900885215e-05,0.18843157181571815,0.3913043478260869,0.0,0.25,0.0,0.25
0.33311777490366534,0.0,0.18666666666666665,0.0,0.108837614279495,1.2703252032520325e-05,0.17391304347826086,0.0,0.25,0.0,0.25
0.055747409965466205,0.0003608154423558897,0.28,0.0,0.00024741228167174574,0.05293021680216802,0.3913043478260869,0.0,0.25,0.0,0.0
0.862058160775477,0.00010926525187969925,0.3733333333333333,0.0,4.246519373095342e-05,0.15879065040650406,0.2608695652173913,0.0,0.5,0.0,0.5
0.4126121681622421,0.00010859168295739347,0.18666666666666665,0.0,2.9565012915396897e-05,0.09527439024390244,0.13043478260869565,0.0,0.0,0.0,0.5
0.9645195269270257,0.000662937573934837,0.5466666666666667,0.0,9.069283064867219e-05,0.07410230352303523,0.43478260869565216,0.0,0.5,0.0,0.25
0.13548847317964238,0.0007229017017543859,0.30666666666666664,0.07692307692307693,8.774910230735743e-05,0.10586043360433604,0.6521739130434783,0.0,0.5,0.0,0.75
0.6740089867864905,0.00044073553634085214,0.3466666666666667,0.0,9.17621165288057e-05,0.10789295392953929,0.30434782608695654,0.0,0.25,0.0,0.25
0.31212416165548873,0.0,0.5733333333333334,0.0,3.341637875489769e-05,0.09173865176151762,0.34782608695652173,0.0,0.25,0.0,0.0
0.9946665955546073,0.0004915403922305764,0.3866666666666667,0.0,0.35626179074154696,0.0,0.34782608695652173,0.0,0.5,0.0,0.0
0.3880185069134255,5.136817293233082e-05,0.8933333333333333,0.0,8.41569656073139e-06,0.028455284552845527,0.13043478260869565,0.0,0.0,0.0,0.0
0.5117868238243177,8.757940852130326e-05,0.29333333333333333,0.0,5.245285749528371e-05,0.1859544376693767,0.13043478260869565,0.0,0.25,0.0,0.75
0.9170388938519181,0.0012531327067669172,0.026666666666666672,0.0,0.0,0.019668868563685635,0.08695652173913043,0.0,0.0,0.0,0.0
0.3667715569540927,0.0,0.2,0.0,2.2984763314468147e-05,0.06775067750677506,0.08695652173913043,0.0,0.0,0.0,0.5
0.8174308990786544,4.992200250626566e-05,0.29333333333333333,0.0,6.410944536351764e-05,0.13761856368563685,0.30434782608695654,0.0,0.5,0.0,0.5
0.6298817317564235,0.0,0.4933333333333334,0.0,2.5790728341314762e-05,0.1659256436314363,0.34782608695652173,0.0,0.5,0.0,0.25
0.7430632408432113,2.673484962406015e-05,0.52,0.0,0.8344217094761283,8.468834688346883e-06,0.6086956521739131,0.0,1.0,0.0,0.5
0.9186989159855464,0.0012531327067669172,0.10666666666666669,0.0,1.00842720940357e-05,0.04446138211382114,0.13043478260869565,0.0,0.0,0.0,0.0
0.7377898371978293,0.0007236346177944863,0.3466666666666667,0.0,6.879401712378464e-05,0.15138042005420055,0.2608695652173913,0.0,0.5,0.0,0.75
0.681042413898852,0.0,0.12,0.0,0.00012652448120737195,0.012703252032520325,0.08695652173913043,0.0,0.0,0.0,0.0
0.6654288723849652,0.00016898988972431078,0.24,0.0,2.2192813089537076e-05,0.07113821138211382,0.17391304347826086,0.0,0.0,0.0,0.5
0.5137468499579995,6.825697744360902e-05,0.2666666666666667,0.0,4.1848342765926566e-05,0.2646510840108401,0.43478260869565216,0.0,0.25,0.0,0.5
0.27513033507113427,0.0004164319122807017,0.5466666666666667,0.0,3.934646727615731e-05,0.23712737127371275,0.6956521739130435,0.0,0.25,0.0,0.25
0.2725569674262323,0.0004315588796992481,0.28,0.0,3.528258627194892e-05,0.20113482384823847,0.13043478260869565,0.0,0.25,0.0,0.0
0.3545247269963599,0.0012531327067669172,0.09333333333333332,0.0,0.023001015817733277,2.117208672086721e-05,0.13043478260869565,0.0,0.0,0.0,0.5
0.6194282590434539,0.001185443835839599,0.32000000000000006,0.0,1.9886616020896822e-05,0.143970189701897,0.9565217391304348,0.0,0.0,0.0,0.75
0.6941759223456313,0.00030323792982456135,0.7466666666666668,0.0,3.497571179799739e-06,0.0948509485094851,0.13043478260869565,0.0,0.0,0.0,0.0
0.11509486793157242,0.0012531327067669172,0.013333333333333308,0.0,0.0,0.017361111111111112,0.043478260869565216,0.0,0.0,0.0,0.0
0.3463912852171362,0.0012531327067669172,0.053333333333333344,0.0,0.04222899434044406,8.468834688346883e-06,0.043478260869565216,0.0,0.0,0.0,0.4
0.40577874371658285,6.617991228070175e-06,0.29333333333333333,0.0,3.127909809896967e-05,0.1958418021680217,0.30434782608695654,0.0,0.5,0.0,0.5
0.5860878145041934,5.9085588972431075e-05,0.24,0.0,4.451235858365985e-05,0.14113313008130082,0.5217391304347826,0.0,0.5,0.0,0.75
0.32963106174748996,4.147454887218045e-05,0.10666666666666669,0.0,8.462796401102888e-07,0.07621951219512195,0.08695652173913043,0.0,0.0,0.0,0.0
0.08010106801424019,0.0012531327067669172,0.06666666666666665,0.0,0.05543462487302278,0.06848746612466125,0.043478260869565216,0.0,0.0,0.0,0.0
0.9323790983879785,0.00011118132706766916,0.3466666666666667,0.0,0.3096792918299231,4.234417344173442e-06,0.30434782608695654,0.0,0.25,0.0,0.0
0.25253670048933985,0.0002913239661654135,0.3733333333333333,0.0,9.323755623276738e-06,0.1693555216802168,0.2608695652173913,0.0,0.0,0.0,0.5
0.8301777357031427,0.0010324815363408522,0.48,0.0,9.226318386300973e-07,0.023289295392953928,0.08695652173913043,0.0,0.0,0.0,0.0
0.1367351564687529,0.0004319369185463659,0.30666666666666664,0.0,2.4625446814685825e-05,0.08506944444444445,0.21739130434782608,0.0,0.0,0.0,0.5
0.69076254350058,0.0011228764147869674,0.24,0.0,1.4099714990567406e-05,0.05293021680216802,0.13043478260869565,0.0,0.0,0.0,0.0
0.0823744316590888,0.0008879106754385965,0.2533333333333333,0.15384615384615385,2.4281082426353215e-05,0.2858231707317073,0.5652173913043478,0.0,0.0,0.09090909090909091,0.0
0.8004240056534088,0.0006264459273182957,0.5866666666666667,0.07692307692307693,5.075625032651285e-05,0.16408367208672087,0.3913043478260869,0.0,0.5,0.0,0.25
0.21796957292763902,0.0011154202781954886,0.22666666666666668,0.0,0.2652735452038891,1.2703252032520325e-05,0.2608695652173913,0.0,0.0,0.0,0.0
0.7128428379045054,2.8542947368421052e-05,0.3866666666666667,0.0,3.73502332027282e-05,0.15273543360433603,0.2608695652173913,0.0,0.25,0.0,0.0
0.20277603701382682,8.269299498746866e-06,0.5866666666666667,0.0,4.023678958061239e-05,0.09527439024390244,0.5217391304347826,0.0,0.25,0.0,0.0
0.3234243123241643,0.00045371194486215535,0.24,0.0,0.25772747061384416,8.468834688346883e-06,0.30434782608695654,0.0,0.25,0.0,0.0
0.4744529927065694,0.0008444024486215538,0.4666666666666667,0.0,3.72517133942824e-05,0.16584095528455284,0.21739130434782608,0.0,0.5,0.0,0.0
0.24710996146615286,0.0004978885375939849,0.12,0.0,1.543366956900305e-05,0.16759823848238484,0.3913043478260869,0.0,0.0,0.0,0.0
0.40584541127215024,0.0012531327067669172,0.2666666666666667,0.0,2.9761916557829052e-05,0.06986788617886179,0.08695652173913043,0.0,0.0,0.0,0.5
0.323097641301884,0.0012531327067669172,0.3466666666666667,0.07692307692307693,1.7648273400087073e-05,0.11644647696476965,0.08695652173913043,0.16666666666666666,0.0,0.09090909090909091,0.25
0.46305284070454267,0.00018703781704260648,0.2666666666666667,0.0,1.9153504716296617e-05,0.2117208672086721,0.21739130434782608,0.0,0.25,0.0,0.75
0.2847904638728516,7.38138320802005e-05,0.68,0.0,9.534886083297054e-07,0.14820460704607047,0.17391304347826086,0.0,0.0,0.0,0.25
